regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_bits,se_bits,varentropy_bits,mean_length,confidence,greedy_length,cache_seq_length,gold,predicted_answer,answers,length,dataset,language,all_classes,_id,answer_prefix,task,max_new_tokens,primary_score,error,correct
sampled,26,compressed,0.75,compressed@0.75,50,2.7961888313293457,0.3330592999969421,5.546424865722656,4.159999847412109,0.6275660430254479,3,271,Ribosomes,ribosomal assembly,['Ribosomes'],11209,hotpotqa,en,,1ceb1c91662d241b3421853112a91b5868d1b81fe3b88ce4,Answer:,hotpotqa,52,0.0,1.0,0
sampled,27,full,,full,50,8.26012134552002,2.913693320280712,424.4804382324219,6.319999694824219,0.4041656752732107,3,1076,Dracula,Pistacia,['Dracula'],5903,hotpotqa,en,,7e525340152c2f4b26d7fba85c680dde7b75af77356a7c22,Answer:,hotpotqa,52,0.0,1.0,0
sampled,27,compressed,0.25,compressed@0.25,50,6.094305992126465,3.5272407065513867,622.0713500976562,5.819999694824219,0.4839293442816505,3,807,Dracula,Pistacia,['Dracula'],5903,hotpotqa,en,,7e525340152c2f4b26d7fba85c680dde7b75af77356a7c22,Answer:,hotpotqa,52,0.0,1.0,0
sampled,27,compressed,0.75,compressed@0.75,50,7.042558670043945,2.806197473930748,393.7372131347656,6.940000057220459,0.4949045116341018,3,269,Dracula,Pistacia,['Dracula'],5903,hotpotqa,en,,7e525340152c2f4b26d7fba85c680dde7b75af77356a7c22,Answer:,hotpotqa,52,0.0,1.0,0
sampled,28,full,,full,50,5.95220947265625,1.560896540534928,121.81990051269533,11.359999656677246,0.6954592464887963,10,1078,Band-e Amir National Park,Band-e Azhdahar (The Dragon),['Band-e Amir National Park'],2045,hotpotqa,en,,b6352c61b4a748448ce38882861cd5ae5f7f2869a81e92a1,Answer:,hotpotqa,52,0.2857,0.7142999999999999,0
sampled,28,compressed,0.25,compressed@0.25,50,6.636523246765137,1.9049125206753672,181.43458557128903,13.079999923706056,0.7034991290732641,10,808,Band-e Amir National Park,Band-e Azhdahar (The Dragon),['Band-e Amir National Park'],2045,hotpotqa,en,,b6352c61b4a748448ce38882861cd5ae5f7f2869a81e92a1,Answer:,hotpotqa,52,0.2857,0.7142999999999999,0
sampled,28,compressed,0.75,compressed@0.75,50,4.4495463371276855,1.1552590902796775,66.7311782836914,12.279999732971191,0.7779013329921373,10,269,Band-e Amir National Park,Band-e Azhdahar (The Dragon),['Band-e Amir National Park'],2045,hotpotqa,en,,b6352c61b4a748448ce38882861cd5ae5f7f2869a81e92a1,Answer:,hotpotqa,52,0.2857,0.7142999999999999,0
sampled,29,full,,full,50,1.6516807079315186,0.2627669112754779,3.452322483062744,5.940000057220459,0.8246988361385071,4,1082,University of Southern California,University of Southern California,['University of Southern California'],11886,hotpotqa,en,,4b83e873a551cd83a2e409d2b4467f74dd332326fcbca843,Answer:,hotpotqa,52,1.0,0.0,1
sampled,29,compressed,0.25,compressed@0.25,50,2.0667054653167725,0.2715736999660398,3.687613725662232,6.599999904632568,0.8048895907658817,4,811,University of Southern California,University of Southern California,['University of Southern California'],11886,hotpotqa,en,,4b83e873a551cd83a2e409d2b4467f74dd332326fcbca843,Answer:,hotpotqa,52,1.0,0.0,1
sampled,29,compressed,0.75,compressed@0.75,50,1.5292211771011353,0.1939548025277641,1.8809232711791992,7.239999771118164,0.8638074103185349,8,270,University of Southern California,University of Southern California (USC),['University of Southern California'],11886,hotpotqa,en,,4b83e873a551cd83a2e409d2b4467f74dd332326fcbca843,Answer:,hotpotqa,52,0.8889,0.11109999999999998,1
sampled,30,full,,full,50,29.80565452575684,4.688865686472716,1099.2730712890625,16.020000457763672,0.2753755353750836,21,1079,7.2 million,No information is available in the given passages about the number of citizens in Yau Ma Tei North.,['7.2 million'],12070,hotpotqa,en,,cb677158d6f710ab0cb440b2024cc61c942a1ea4a963087d,Answer:,hotpotqa,52,0.0,1.0,0
sampled,30,compressed,0.25,compressed@0.25,50,30.7161865234375,3.5205429143967804,619.7111206054688,22.13999938964844,0.3822632267153905,17,809,7.2 million,No information is provided about the number of citizens in Yau Ma Tei North.,['7.2 million'],12070,hotpotqa,en,,cb677158d6f710ab0cb440b2024cc61c942a1ea4a963087d,Answer:,hotpotqa,52,0.0,1.0,0
sampled,30,compressed,0.75,compressed@0.75,50,28.35776710510254,3.0511532463664457,465.476806640625,19.939998626708984,0.3731545230534613,18,269,7.2 million,No information is provided in the text about the population of Yau Ma Tei North.,['7.2 million'],12070,hotpotqa,en,,cb677158d6f710ab0cb440b2024cc61c942a1ea4a963087d,Answer:,hotpotqa,52,0.0,1.0,0
sampled,31,full,,full,50,6.784089088439941,2.4991004240901367,312.275146484375,9.479999542236328,0.608942854490993,4,1082,"A123 Systems, LLC",Glynne Townsend,"['A123 Systems, LLC']",10275,hotpotqa,en,,4b1df711ec0557b9df23de534c1ce99b7f37528f643b8c29,Answer:,hotpotqa,52,0.0,1.0,0
sampled,31,compressed,0.25,compressed@0.25,50,39.02165603637695,6.120324666505651,1872.918701171875,17.479999542236328,0.2128102802783143,3,811,"A123 Systems, LLC",Gao Feng,"['A123 Systems, LLC']",10275,hotpotqa,en,,4b1df711ec0557b9df23de534c1ce99b7f37528f643b8c29,Answer:,hotpotqa,52,0.0,1.0,0
sampled,31,compressed,0.75,compressed@0.75,50,40.8076057434082,6.753111262133181,2280.2255859375,18.779998779296875,0.2217599741401901,64,270,"A123 Systems, LLC","Gao Liang, the head of A123 Systems, a subsidiary of Wanxiang Group, was not directly involved in the founding of Spider9. However, the question is likely referring to the fact that Wanxiang Group acquired A123 Systems in 2013, and Gao Liang was the CEO of","['A123 Systems, LLC']",10275,hotpotqa,en,,4b1df711ec0557b9df23de534c1ce99b7f37528f643b8c29,Answer:,hotpotqa,52,0.09519999999999999,0.9048,0
sampled,32,full,,full,50,18.828901290893555,6.211893794304499,1929.3812255859373,9.139999389648438,0.2398068892951099,3,1082,"143,372",Traverse City,"['143,372']",9811,hotpotqa,en,,02c6e6b95d2a200df20bea7495469c79b1d89ed560890ee3,Answer:,hotpotqa,52,0.0,1.0,0
sampled,32,compressed,0.25,compressed@0.25,50,23.0648136138916,5.168352983165309,1335.5936279296875,12.799999237060549,0.2867889462201514,3,811,"143,372",Traverse City,"['143,372']",9811,hotpotqa,en,,02c6e6b95d2a200df20bea7495469c79b1d89ed560890ee3,Answer:,hotpotqa,52,0.0,1.0,0
sampled,32,compressed,0.75,compressed@0.75,50,22.155208587646484,4.564264427662469,1041.62548828125,12.59999942779541,0.2955860373587648,3,270,"143,372",Traverse City,"['143,372']",9811,hotpotqa,en,,02c6e6b95d2a200df20bea7495469c79b1d89ed560890ee3,Answer:,hotpotqa,52,0.0,1.0,0
sampled,33,full,,full,50,1.113319993019104,0.2886223323363364,4.16514253616333,5.239999771118164,0.8630609442043381,4,1099,Taoiseach of Ireland,Taoiseach,['Taoiseach of Ireland'],11339,hotpotqa,en,,3056e292ff1583fe84207873be57c6ec28c28b425087ca84,Answer:,hotpotqa,52,0.5,0.5,1
sampled,33,compressed,0.25,compressed@0.25,50,1.651739478111267,0.4576733895345425,10.473246574401855,5.599999904632568,0.8150986127041511,4,824,Taoiseach of Ireland,Taoiseach,['Taoiseach of Ireland'],11339,hotpotqa,en,,3056e292ff1583fe84207873be57c6ec28c28b425087ca84,Answer:,hotpotqa,52,0.5,0.5,1
sampled,33,compressed,0.75,compressed@0.75,50,2.624688148498535,0.9779184726676198,47.81622695922852,5.679999828338623,0.7259323433335559,4,274,Taoiseach of Ireland,Taoiseach,['Taoiseach of Ireland'],11339,hotpotqa,en,,3056e292ff1583fe84207873be57c6ec28c28b425087ca84,Answer:,hotpotqa,52,0.5,0.5,1
sampled,34,full,,full,50,7.901411533355713,2.0930838638323013,219.0500030517578,6.859999656677246,0.4500604444456915,2,1082,"Troy, Montana",Troy,"['Troy, Montana']",9385,hotpotqa,en,,9729ff4cf6a13382c88896cf5a5b176d082cc1137c66b38b,Answer:,hotpotqa,52,0.6667000000000001,0.33329999999999993,1
sampled,34,compressed,0.25,compressed@0.25,50,7.294788837432861,1.4651740252667622,107.33674621582033,6.460000038146973,0.4571614710252233,2,811,"Troy, Montana",Troy,"['Troy, Montana']",9385,hotpotqa,en,,9729ff4cf6a13382c88896cf5a5b176d082cc1137c66b38b,Answer:,hotpotqa,52,0.6667000000000001,0.33329999999999993,1
sampled,34,compressed,0.75,compressed@0.75,50,10.092145919799805,2.929478013343685,429.0920715332031,8.760000228881836,0.449978686753626,2,270,"Troy, Montana",Troy,"['Troy, Montana']",9385,hotpotqa,en,,9729ff4cf6a13382c88896cf5a5b176d082cc1137c66b38b,Answer:,hotpotqa,52,0.6667000000000001,0.33329999999999993,1
sampled,35,full,,full,50,9.31369686126709,4.360292942110155,950.6077270507812,9.679999351501465,0.5132882591886752,6,1075,Mika Häkkinen,Mika Häkkinen,['Mika Häkkinen'],11830,hotpotqa,en,,220230ff5154e6f0ccad63965d06ce69a9226bd72cc32fa4,Answer:,hotpotqa,52,1.0,0.0,1
sampled,35,compressed,0.25,compressed@0.25,50,19.191139221191406,6.79856695894896,2311.025634765625,13.479999542236328,0.3727615425528869,6,806,Mika Häkkinen,Mika Häkkinen,['Mika Häkkinen'],11830,hotpotqa,en,,220230ff5154e6f0ccad63965d06ce69a9226bd72cc32fa4,Answer:,hotpotqa,52,1.0,0.0,1
sampled,35,compressed,0.75,compressed@0.75,50,21.46696281433105,6.878761400022354,2365.867919921875,14.699999809265137,0.3634080721307345,6,268,Mika Häkkinen,Mika Häkkinen,['Mika Häkkinen'],11830,hotpotqa,en,,220230ff5154e6f0ccad63965d06ce69a9226bd72cc32fa4,Answer:,hotpotqa,52,1.0,0.0,1
sampled,36,full,,full,50,2.026721954345703,0.2226492469087821,2.4786343574523926,5.420000076293945,0.771675423510665,6,1081,Constantine,Chernobyl Diaries,['Constantine'],11091,hotpotqa,en,,01aff89f9ce55470c12450b595c268a225a638582dac204f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,36,compressed,0.25,compressed@0.25,50,5.871852874755859,2.481723845851974,307.9476623535156,6.559999942779541,0.5377100964620322,6,810,Constantine,Chernobyl Diaries,['Constantine'],11091,hotpotqa,en,,01aff89f9ce55470c12450b595c268a225a638582dac204f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,36,compressed,0.75,compressed@0.75,50,19.102338790893555,4.6683706024726925,1089.6842041015625,7.619999885559082,0.1759370640793832,2,270,Constantine,Chaos,['Constantine'],11091,hotpotqa,en,,01aff89f9ce55470c12450b595c268a225a638582dac204f,Answer:,hotpotqa,52,0.0,1.0,0
sampled,37,full,,full,50,21.05680656433105,6.2410895467433205,1947.5599365234373,11.479999542236328,0.2804437472219358,4,1086,George Balanchine,Anna Pavlova,['George Balanchine'],9169,hotpotqa,en,,b785963089bd7f81ee294751c688af85bfe2863dba623373,Answer:,hotpotqa,52,0.0,1.0,0
sampled,37,compressed,0.25,compressed@0.25,50,17.131345748901367,3.639623487513424,662.3429565429688,9.679999351501465,0.293256045254286,4,814,George Balanchine,Anna Pavlova,['George Balanchine'],9169,hotpotqa,en,,b785963089bd7f81ee294751c688af85bfe2863dba623373,Answer:,hotpotqa,52,0.0,1.0,0
sampled,37,compressed,0.75,compressed@0.75,50,17.351919174194336,5.411936812139786,1464.4530029296875,9.739999771118164,0.290878535141301,4,271,George Balanchine,Anna Pavlova,['George Balanchine'],9169,hotpotqa,en,,b785963089bd7f81ee294751c688af85bfe2863dba623373,Answer:,hotpotqa,52,0.0,1.0,0
sampled,38,full,,full,50,16.573022842407227,1.4294783509073827,102.17041778564452,15.9399995803833,0.4864242701297463,23,1076,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the given passages.,['Xcel Energy Inc.'],11865,hotpotqa,en,,72a769d6d0fd1c5c90974e60ab97e88e6853b9115a7fb85e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,38,compressed,0.25,compressed@0.25,50,19.48930931091309,3.3908312869274773,574.8868408203125,18.899999618530277,0.4893096327105468,23,807,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the provided passages.,['Xcel Energy Inc.'],11865,hotpotqa,en,,72a769d6d0fd1c5c90974e60ab97e88e6853b9115a7fb85e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,38,compressed,0.75,compressed@0.75,50,28.115312576293945,4.494128792493116,1009.8596801757812,20.899999618530277,0.393591154955139,23,269,Xcel Energy Inc.,There is no information about Alfred A. Marcus working as a consultant for any utility holding company in the provided text.,['Xcel Energy Inc.'],11865,hotpotqa,en,,72a769d6d0fd1c5c90974e60ab97e88e6853b9115a7fb85e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,39,full,,full,50,10.114008903503418,4.532270359254289,1027.07373046875,9.84000015258789,0.4904417084161472,7,1079,Summer Magic,Around the World in 80 Days,['Summer Magic'],11344,hotpotqa,en,,207efa55e96afdf705e48bc57b58fc8232bb972a47073d50,Answer:,hotpotqa,52,0.0,1.0,0
sampled,39,compressed,0.25,compressed@0.25,50,11.053194046020508,3.325291303909986,552.8781127929688,10.460000038146973,0.4807268498396629,7,809,Summer Magic,Around the World in 80 Days,['Summer Magic'],11344,hotpotqa,en,,207efa55e96afdf705e48bc57b58fc8232bb972a47073d50,Answer:,hotpotqa,52,0.0,1.0,0
sampled,39,compressed,0.75,compressed@0.75,50,6.835123062133789,3.040780463169828,462.3172912597656,8.899999618530273,0.5872344900784126,7,269,Summer Magic,Around the World in 80 Days,['Summer Magic'],11344,hotpotqa,en,,207efa55e96afdf705e48bc57b58fc8232bb972a47073d50,Answer:,hotpotqa,52,0.0,1.0,0
sampled,40,full,,full,50,0.4688480198383331,0.1864502065013459,1.7381839752197266,3.9599997997283936,0.921211310197924,3,1077,Nobel Prize,Nobel Prize,['Nobel Prize'],8315,hotpotqa,en,,ec3b5bcfa070b047c769413b99a2f32e4f5d2f803cf81a43,Answer:,hotpotqa,52,1.0,0.0,1
sampled,40,compressed,0.25,compressed@0.25,50,4.885962009429932,3.8692761089668792,748.5648803710938,5.480000019073486,0.5390164074454212,3,807,Nobel Prize,Nobel Prize,['Nobel Prize'],8315,hotpotqa,en,,ec3b5bcfa070b047c769413b99a2f32e4f5d2f803cf81a43,Answer:,hotpotqa,52,1.0,0.0,1
sampled,40,compressed,0.75,compressed@0.75,50,1.17752206325531,0.3995013705386451,7.980067253112793,4.339999675750732,0.8285619827788606,3,269,Nobel Prize,Nobel Prize,['Nobel Prize'],8315,hotpotqa,en,,ec3b5bcfa070b047c769413b99a2f32e4f5d2f803cf81a43,Answer:,hotpotqa,52,1.0,0.0,1
sampled,41,full,,full,50,2.413990974426269,0.2152109233728656,2.315787076950073,7.37999963760376,0.797137737910287,5,1081,"seasonal television specials, particularly its work in stop motion animation",Seasonal television specials.,"['seasonal television specials, particularly its work in stop motion animation']",11635,hotpotqa,en,,ed6c85899d2a29f6dc8e02ba62bc8f1b1043a8c135fdd132,Answer:,hotpotqa,52,0.46149999999999997,0.5385,0
sampled,41,compressed,0.25,compressed@0.25,50,3.185088634490967,0.3802969605429975,7.231288909912109,7.059999942779541,0.7314617332285325,5,810,"seasonal television specials, particularly its work in stop motion animation",Seasonal television specials.,"['seasonal television specials, particularly its work in stop motion animation']",11635,hotpotqa,en,,ed6c85899d2a29f6dc8e02ba62bc8f1b1043a8c135fdd132,Answer:,hotpotqa,52,0.46149999999999997,0.5385,0
sampled,41,compressed,0.75,compressed@0.75,50,13.665778160095217,2.6612633067201963,354.1161193847656,9.579999923706056,0.3720348230594245,6,270,"seasonal television specials, particularly its work in stop motion animation",Seasonal animated television specials.,"['seasonal television specials, particularly its work in stop motion animation']",11635,hotpotqa,en,,ed6c85899d2a29f6dc8e02ba62bc8f1b1043a8c135fdd132,Answer:,hotpotqa,52,0.4286,0.5714,0
sampled,42,full,,full,50,16.20374298095703,2.6909708011308973,362.0661926269531,12.75999927520752,0.4146925719661741,32,1085,Dame Eileen June Atkins,"No answer is available for the question as none of the given passages mention the actress who starred in the 1981 BBC television serial, Sons and Lovers.",['Dame Eileen June Atkins'],8515,hotpotqa,en,,4c34b33d7a545c4eba3848d54fc4568fdf186e849897aa6e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,42,compressed,0.25,compressed@0.25,50,19.05021095275879,2.5396113589469134,322.4812927246094,18.35999870300293,0.4871394526843012,15,813,Dame Eileen June Atkins,No answer is available as the question is not answered in the provided passages.,['Dame Eileen June Atkins'],8515,hotpotqa,en,,4c34b33d7a545c4eba3848d54fc4568fdf186e849897aa6e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,42,compressed,0.75,compressed@0.75,50,20.636371612548828,4.018266094019129,807.3231201171875,15.219999313354492,0.3906985889103376,17,271,Dame Eileen June Atkins,No answer is available as the question does not match any information in the provided passages.,['Dame Eileen June Atkins'],8515,hotpotqa,en,,4c34b33d7a545c4eba3848d54fc4568fdf186e849897aa6e,Answer:,hotpotqa,52,0.0,1.0,0
sampled,43,full,,full,50,20.75621223449707,2.364082896062049,279.44439697265625,17.399999618530273,0.4374270096924365,14,1084,Iran,There is no information about the Nimavar school in the given passages.,['Iran'],11577,hotpotqa,en,,74ae5bfc8bdac7b560ec92b71604e86654f87b8f7fcbb30a,Answer:,hotpotqa,52,0.0,1.0,0
sampled,43,compressed,0.25,compressed@0.25,50,19.9564151763916,2.2630962450275534,256.0802307128906,18.21999931335449,0.4680378976807529,14,813,Iran,There is no information about the Nimavar school in the provided passages.,['Iran'],11577,hotpotqa,en,,74ae5bfc8bdac7b560ec92b71604e86654f87b8f7fcbb30a,Answer:,hotpotqa,52,0.0,1.0,0
sampled,43,compressed,0.75,compressed@0.75,50,43.26527786254883,6.401589768370041,2049.017578125,29.439998626708984,0.3610802219353954,14,271,Iran,There is no information about the Nimavar school in the provided text.,['Iran'],11577,hotpotqa,en,,74ae5bfc8bdac7b560ec92b71604e86654f87b8f7fcbb30a,Answer:,hotpotqa,52,0.0,1.0,0
sampled,44,full,,full,50,18.022607803344727,3.619804331512616,655.149169921875,8.119999885559082,0.2147108470146338,3,1088,Hakim Abdullah Jamal,Stokely,['Hakim Abdullah Jamal'],12247,hotpotqa,en,,75f3798af3596cffefe8b932a00b1976f3f25fa0f42089fc,Answer:,hotpotqa,52,0.0,1.0,0
sampled,44,compressed,0.25,compressed@0.25,50,29.072059631347656,6.484696151685713,2102.564208984375,12.779999732971191,0.2066399204635015,5,816,Hakim Abdullah Jamal,Stokely Carmichael,['Hakim Abdullah Jamal'],12247,hotpotqa,en,,75f3798af3596cffefe8b932a00b1976f3f25fa0f42089fc,Answer:,hotpotqa,52,0.0,1.0,0
sampled,44,compressed,0.75,compressed@0.75,50,26.182748794555664,6.456291595945385,2084.18505859375,10.279999732971191,0.1711152122777924,5,272,Hakim Abdullah Jamal,Stokely Carmichael,['Hakim Abdullah Jamal'],12247,hotpotqa,en,,75f3798af3596cffefe8b932a00b1976f3f25fa0f42089fc,Answer:,hotpotqa,52,0.0,1.0,0
sampled,45,full,,full,50,2.185713052749634,1.4358471730975368,103.08285522460938,4.839999675750732,0.7312346613799355,3,1078,Keith Morris,Rome Ramirez,['Keith Morris'],9574,hotpotqa,en,,eac05e5d0936f802e28b0c5081a2c2a1a94fe4f2c20cb2df,Answer:,hotpotqa,52,0.0,1.0,0
sampled,45,compressed,0.25,compressed@0.25,50,2.703584909439087,2.409957573861519,290.394775390625,5.239999771118164,0.6993316271716155,3,808,Keith Morris,Rome Ramirez,['Keith Morris'],9574,hotpotqa,en,,eac05e5d0936f802e28b0c5081a2c2a1a94fe4f2c20cb2df,Answer:,hotpotqa,52,0.0,1.0,0
sampled,45,compressed,0.75,compressed@0.75,50,0.3452403843402862,0.1473114428087769,1.0850330591201782,4.059999942779541,0.9427619393063862,3,269,Keith Morris,Rome Ramirez,['Keith Morris'],9574,hotpotqa,en,,eac05e5d0936f802e28b0c5081a2c2a1a94fe4f2c20cb2df,Answer:,hotpotqa,52,0.0,1.0,0
sampled,46,full,,full,50,2.529292583465576,0.9842752460616724,48.43988800048828,3.819999933242798,0.6319496441097309,2,1083,YIVO,YIVO,['YIVO'],6346,hotpotqa,en,,1a71b5a73ffb21cb52d41e09b1f861748b60f1e59273a080,Answer:,hotpotqa,52,1.0,0.0,1
sampled,46,compressed,0.25,compressed@0.25,50,0.7927241325378418,0.3326412422948174,5.532509803771973,3.259999990463257,0.8448886290174338,2,812,YIVO,YIVO,['YIVO'],6346,hotpotqa,en,,1a71b5a73ffb21cb52d41e09b1f861748b60f1e59273a080,Answer:,hotpotqa,52,1.0,0.0,1
sampled,46,compressed,0.75,compressed@0.75,50,7.758711814880371,3.966167959283873,786.5244140625,5.920000076293945,0.4031550786424339,2,270,YIVO,YIVO,['YIVO'],6346,hotpotqa,en,,1a71b5a73ffb21cb52d41e09b1f861748b60f1e59273a080,Answer:,hotpotqa,52,1.0,0.0,1
sampled,47,full,,full,50,3.971754789352417,2.8298010615326943,400.3887023925781,7.079999923706055,0.6778404690180083,7,1078,"January 18, 1813","March 9, 1826","['January 18, 1813']",7662,hotpotqa,en,,963e90eba94bba5bf5cf56755032d7bd4a3e4e225d3b8d14,Answer:,hotpotqa,52,0.0,1.0,0
sampled,47,compressed,0.25,compressed@0.25,50,1.337328314781189,0.2612131821091125,3.411616325378418,6.399999618530273,0.865162139501808,7,808,"January 18, 1813","March 9, 1826","['January 18, 1813']",7662,hotpotqa,en,,963e90eba94bba5bf5cf56755032d7bd4a3e4e225d3b8d14,Answer:,hotpotqa,52,0.0,1.0,0
sampled,47,compressed,0.75,compressed@0.75,50,0.9498469233512878,0.140502019725143,0.987040877342224,6.920000076293945,0.909243671899715,7,269,"January 18, 1813","March 9, 1826","['January 18, 1813']",7662,hotpotqa,en,,963e90eba94bba5bf5cf56755032d7bd4a3e4e225d3b8d14,Answer:,hotpotqa,52,0.0,1.0,0
sampled,48,full,,full,50,20.59422874450684,2.128926103691828,226.61631774902344,17.059999465942383,0.433118985850611,19,1077,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the given passages.,"['Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)']",6717,hotpotqa,en,,99635fd2d7a227cb3360253cf0f5759ed87bbac33593d830,Answer:,hotpotqa,52,0.07690000000000001,0.9231,0
sampled,48,compressed,0.25,compressed@0.25,50,19.38576889038086,1.7878677950120938,159.8235626220703,20.68000030517578,0.5221671920683888,19,807,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the provided text.,"['Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)']",6717,hotpotqa,en,,99635fd2d7a227cb3360253cf0f5759ed87bbac33593d830,Answer:,hotpotqa,52,0.07690000000000001,0.9231,0
sampled,48,compressed,0.75,compressed@0.75,50,19.797441482543945,2.811968916871793,395.35845947265625,20.059999465942383,0.5045568130462154,19,269,"Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)",There is no information about Tongshanjiabu or Himalchuli in the provided text.,"['Himalchuli has three main peaks: East (7893 m), West (7540 m) and North (7371 m)']",6717,hotpotqa,en,,99635fd2d7a227cb3360253cf0f5759ed87bbac33593d830,Answer:,hotpotqa,52,0.07690000000000001,0.9231,0
sampled,49,full,,full,50,25.9114933013916,2.88956916950461,417.4804992675781,19.520000457763672,0.3984766158845785,24,1088,1763,There is no information about François Beaucourt or the place in Canada where he was mainly active in the given passages.,['1763'],11051,hotpotqa,en,,76096cce081ab5b9ef72be19076ee0a79d9e9239474e8b73,Answer:,hotpotqa,52,0.0,1.0,0
sampled,49,compressed,0.25,compressed@0.25,50,27.094295501708984,1.878462298122789,176.4310302734375,27.18000030517578,0.5010940205723379,24,816,1763,There is no information about François Beaucourt or the place in Canada where he was mainly active in the provided text.,['1763'],11051,hotpotqa,en,,76096cce081ab5b9ef72be19076ee0a79d9e9239474e8b73,Answer:,hotpotqa,52,0.0,1.0,0
sampled,49,compressed,0.75,compressed@0.75,50,25.314388275146484,2.333771989552268,272.3245849609375,25.34000015258789,0.5003504138200215,26,272,1763,There is no information about the place in Canada where François Beaucourt was mainly active acquiring its present name in the provided text.,['1763'],11051,hotpotqa,en,,76096cce081ab5b9ef72be19076ee0a79d9e9239474e8b73,Answer:,hotpotqa,52,0.0,1.0,0
sampled,50,full,,full,50,38.25981903076172,15.533385793791062,12064.3037109375,12.019999504089355,0.1101076513075975,4,1083,Pope John X,King Hugh of Italy,['Pope John X'],3291,hotpotqa,en,,670498f9d7fd2582c5791cad2fe212f580d316fa49a8a984,Answer:,hotpotqa,52,0.0,1.0,0
sampled,50,compressed,0.25,compressed@0.25,50,20.43985748291016,2.610699981715871,340.7877197265625,9.899999618530272,0.2390472718159855,8,812,Pope John X,King Guido III of Spoleto,['Pope John X'],3291,hotpotqa,en,,670498f9d7fd2582c5791cad2fe212f580d316fa49a8a984,Answer:,hotpotqa,52,0.0,1.0,0
sampled,50,compressed,0.75,compressed@0.75,50,29.555599212646484,5.898102432536035,1739.380615234375,13.5,0.2192572341359238,7,270,Pope John X,King Guido of Spoleto,['Pope John X'],3291,hotpotqa,en,,670498f9d7fd2582c5791cad2fe212f580d316fa49a8a984,Answer:,hotpotqa,52,0.0,1.0,0
sampled,51,full,,full,50,10.513991355895996,7.298544375421718,2663.4375,8.0,0.4021347950090221,5,1081,Manchester United,Manchester United F.C.,['Manchester United'],11852,hotpotqa,en,,2903a54db35e788f31a967bdfa021d64ac18ed7e1aed919a,Answer:,hotpotqa,52,0.8,0.19999999999999996,1
sampled,51,compressed,0.25,compressed@0.25,50,8.07193374633789,2.832090732133959,401.0368957519531,5.619999885559082,0.3695170460231881,2,810,Manchester United,Manchester United,['Manchester United'],11852,hotpotqa,en,,2903a54db35e788f31a967bdfa021d64ac18ed7e1aed919a,Answer:,hotpotqa,52,1.0,0.0,1
sampled,51,compressed,0.75,compressed@0.75,50,12.876276969909668,4.300644937099551,924.77734375,6.819999694824219,0.2701781217723202,2,270,Manchester United,Manchester United,['Manchester United'],11852,hotpotqa,en,,2903a54db35e788f31a967bdfa021d64ac18ed7e1aed919a,Answer:,hotpotqa,52,1.0,0.0,1
sampled,52,full,,full,50,1.0391913652420044,0.1308491944865124,0.8560755848884583,2.319999933242798,0.7330953060769204,1,1073,yes,Yes,['yes'],10635,hotpotqa,en,,a7c311f9f6423063e02c8236bdd83cc8059fcb9fe78b4fff,Answer:,hotpotqa,52,1.0,0.0,1
sampled,52,compressed,0.25,compressed@0.25,50,1.3933521509170532,0.2400451212429528,2.8810830116271973,2.93999981880188,0.7200009256621186,2,804,yes,Yes.,['yes'],10635,hotpotqa,en,,a7c311f9f6423063e02c8236bdd83cc8059fcb9fe78b4fff,Answer:,hotpotqa,52,1.0,0.0,1
sampled,52,compressed,0.75,compressed@0.75,50,0.9754137992858888,0.044756573599157,0.100157544016838,2.700000047683716,0.7784820260957424,2,268,yes,Yes.,['yes'],10635,hotpotqa,en,,a7c311f9f6423063e02c8236bdd83cc8059fcb9fe78b4fff,Answer:,hotpotqa,52,1.0,0.0,1
sampled,53,full,,full,50,24.71172332763672,8.721766391297981,3803.46044921875,9.65999984741211,0.1697931944320193,2,1084,"1,693",571 households,"['1,693']",5187,hotpotqa,en,,afa4eccc7b711ace3270c9cbcd784c971a4f0f8d22629ebf,Answer:,hotpotqa,52,0.0,1.0,0
sampled,53,compressed,0.25,compressed@0.25,50,20.949779510498047,4.909385940471578,1205.103515625,10.84000015258789,0.2619500306065195,2,813,"1,693",571 households,"['1,693']",5187,hotpotqa,en,,afa4eccc7b711ace3270c9cbcd784c971a4f0f8d22629ebf,Answer:,hotpotqa,52,0.0,1.0,0
