regime,task_id,kv_caching,ratio,config_label,n_mc_samples,H_seq,H_seq_se,varentropy_seq,mean_length,confidence,greedy_length,cache_seq_length,kl_seq,kl_seq_se,n_kl_samples,gold,predicted_answer
sampled,51,compressed,0.95,compressed@0.95,50,51.75202178955078,4.866372323388722,1184.0789794921875,39.47999954223633,0.4030856970604741,36,427,16.554197311401367,2.025274112186345,50,Date,"Type: Historical event

This question is asking for a specific year in which the Titanic started its journey. The Titanic's maiden voyage began on April 10, 1912."
sampled,52,full,,full,50,12.342914581298828,2.8906903497680596,417.8045349121094,9.139999389648438,0.39217558143405107,3,6132,,,0,Animal,Type: Animal
sampled,52,compressed,0.25,compressed@0.25,50,23.195308685302734,5.974442843073842,1784.6983642578125,17.079999923706055,0.3901121508803318,4,4599,2.9524590969085693,0.5640777839428625,50,Animal,Type: Equivalent term
sampled,52,compressed,0.5,compressed@0.5,50,20.113428115844727,4.878313177023898,1189.89697265625,15.399999618530273,0.40442194903080503,4,3066,4.926042079925537,0.7536325857337812,50,Animal,Type: Equivalent term
sampled,52,compressed,0.75,compressed@0.75,50,6.952003002166748,2.5694108173357932,330.0935974121094,9.579999923706055,0.6047124478776893,5,1533,7.893222332000732,0.9106076201048225,50,Animal,Type: Definition of something
sampled,52,compressed,0.95,compressed@0.95,50,23.551151275634766,3.6518483119853156,666.7998046875,22.35999870300293,0.481874182315149,45,306,14.64033031463623,1.4030257633859078,50,Animal,"Type: Collective noun

A collective noun is a noun that refers to a group of individuals of the same species or category. In this case, the collective noun for a group of turkeys is a ""gaggle""."
sampled,53,full,,full,50,4.256486415863037,1.3110426595746643,85.94164276123047,6.799999713897705,0.6479911826282394,5,9170,,,0,Definition of something,Type: Definition of something
sampled,53,compressed,0.25,compressed@0.25,50,13.138127326965332,4.577613292648391,1047.7271728515625,13.15999984741211,0.5005763521026686,5,6877,1.3270701169967651,0.5632408349806477,50,Definition of something,Type: Definition of something
sampled,53,compressed,0.5,compressed@0.5,50,10.245553970336914,3.7521606731051476,703.9354858398438,12.819999694824219,0.5746736486046262,5,4585,1.1519551277160645,0.5797064189445614,50,Definition of something,Type: Definition of something
sampled,53,compressed,0.75,compressed@0.75,50,13.59264850616455,4.104593374206283,842.3843383789062,15.819999694824219,0.5512556242459651,5,2292,1.5511071681976318,0.6946332103607163,50,Definition of something,Type: Definition of something
sampled,53,compressed,0.95,compressed@0.95,50,50.38502883911133,3.844133142743709,738.8679809570312,49.71999740600586,0.4953858153697155,64,458,16.13687515258789,1.0689260594317207,50,Definition of something,"Type: Natural Feature/Geological Formation 

Description: Coral reefs are underwater structures composed of living coral polyps that are attached to each other and to the seafloor. They are formed through a process called bioaccumulation, where coral polyps secrete a hard, calcium carbonate exoskeleton that provides a framework"
sampled,54,full,,full,50,46.95972442626953,9.522651859513715,4534.044921875,17.0,0.14738516893744025,3,5643,,,0,Currency name,Type: Currency
sampled,54,compressed,0.25,compressed@0.25,50,26.24946403503418,5.921464571858997,1753.1871337890625,17.440000534057617,0.3522984966088821,3,4232,8.423266410827637,1.4026699220259378,50,Currency name,Type: Currency
sampled,54,compressed,0.5,compressed@0.5,50,9.064413070678711,3.618640029633025,654.727783203125,8.260000228881836,0.4673623611750865,3,2821,10.655776023864746,1.8028646773737276,50,Currency name,Type: Currency
sampled,54,compressed,0.75,compressed@0.75,50,26.564748764038086,5.550142963389547,1540.204345703125,17.139999389648438,0.34154114285053017,4,1410,15.808669090270996,2.4009731862748773,50,Currency name,Type: Equivalent term
sampled,54,compressed,0.95,compressed@0.95,50,35.7802619934082,5.4499744659665605,1485.111083984375,21.979999542236328,0.3235688313213066,7,282,23.002588272094727,3.422009486512457,50,Currency name,"Type: Currency 

Category: Geography"
sampled,55,full,,full,50,12.226244926452637,4.868594549829036,1185.16064453125,11.399999618530273,0.475501677570743,3,1969,,,0,Individual,Type: Individual
sampled,55,compressed,0.25,compressed@0.25,50,22.62748908996582,4.637168062160218,1075.1663818359375,18.15999984741211,0.4216134736766883,3,1476,2.550340414047241,0.5148352661359983,50,Individual,Type: Individual
sampled,55,compressed,0.5,compressed@0.5,50,20.809295654296875,3.960830404124162,784.4088745117188,17.84000015258789,0.4455192479054809,3,984,4.423147201538086,0.6646657703257147,50,Individual,Type: Individual
sampled,55,compressed,0.75,compressed@0.75,50,44.58795928955078,5.004990917277598,1252.4967041015625,28.639999389648438,0.3398942376289602,6,492,11.631278991699219,1.330215783074692,50,Individual,"Type: Historical figure, Politics"
sampled,55,compressed,0.95,compressed@0.95,50,58.282073974609375,7.821745778996528,3058.9853515625,40.52000045776367,0.3689882433712544,37,98,30.052703857421875,2.3742245341736057,50,Individual,"Type: Historical figure

Category: Politics

Specifically, the question is asking about a historical event involving a US President, so it can be classified as a question about US History."
sampled,54,full,,full,50,45.538753509521484,11.400463001151532,6498.52783203125,17.920000076293945,0.17179678217907024,3,5643,,,0,Currency name,Type: Currency
sampled,54,compressed,0.25,compressed@0.25,50,19.967041015625,5.35905907414317,1435.9757080078125,14.199999809265137,0.3773225762490653,3,4232,8.093314170837402,1.968104045195488,50,Currency name,Type: Currency
sampled,54,compressed,0.5,compressed@0.5,50,15.422490119934082,4.04893679379615,819.6944580078125,12.359999656677246,0.4210973437868102,3,2821,10.46780014038086,2.2731237702344074,50,Currency name,Type: Currency
sampled,54,compressed,0.75,compressed@0.75,50,12.200361251831055,2.8432857193114844,404.21368408203125,10.760000228881836,0.45569405398359464,4,1410,14.550471305847168,2.8201796194458075,50,Currency name,Type: Equivalent term
sampled,54,compressed,0.95,compressed@0.95,50,37.412315368652344,5.77111971405084,1665.2911376953125,19.5,0.26451468426176156,7,282,21.392276763916016,4.12599316287341,50,Currency name,"Type: Currency 

Category: Geography"
sampled,55,full,,full,50,9.756671905517578,3.3944934009685084,576.1292724609375,9.420000076293945,0.487765589315071,3,1969,,,0,Individual,Type: Individual
sampled,55,compressed,0.25,compressed@0.25,50,21.041969299316406,3.4143513893792843,582.8897705078125,15.75999927520752,0.39635074648580687,3,1476,2.369690418243408,0.5376851494850928,50,Individual,Type: Individual
sampled,55,compressed,0.5,compressed@0.5,50,22.97521209716797,3.3284858959255033,553.94091796875,21.920000076293945,0.4835914902204704,3,984,4.213749408721924,0.6941166913871233,50,Individual,Type: Individual
sampled,55,compressed,0.75,compressed@0.75,50,51.15248489379883,5.460911122969202,1491.0775146484375,33.71999740600586,0.34941713727875257,6,492,11.104467391967773,1.3047154516092652,50,Individual,"Type: Historical figure, Politics"
sampled,55,compressed,0.95,compressed@0.95,50,54.99787139892578,6.142970290044955,1886.80419921875,39.37999725341797,0.3798247723480901,37,98,28.439476013183594,2.197187186099928,50,Individual,"Type: Historical figure

Category: Politics

Specifically, the question is asking about a historical event involving a US President, so it can be classified as a question about US History."
sampled,56,full,,full,50,29.11595344543457,6.517866820565223,2124.12939453125,14.719999313354492,0.2538439770045349,4,6504,,,0,Other location,Type: Other location
sampled,56,compressed,0.25,compressed@0.25,50,25.350263595581055,6.102392709203804,1861.9598388671875,16.0,0.3334652934607762,4,4878,4.536252498626709,0.758988471223828,50,Other location,Type: Other location
sampled,56,compressed,0.5,compressed@0.5,50,27.46815299987793,5.626112086248482,1582.6568603515625,19.69999885559082,0.3804232768728517,4,3252,6.58827018737793,1.0205509298606577,50,Other location,Type: Other location
sampled,56,compressed,0.75,compressed@0.75,50,45.03047561645508,11.146813235741416,6212.572265625,21.639999389648438,0.23636841888753402,5,1626,9.350975036621094,1.1273178298518804,50,Other location,Type: Definition of something
sampled,56,compressed,0.95,compressed@0.95,50,50.739295959472656,5.655121175342974,1599.019775390625,32.52000045776367,0.33909256673478233,45,325,17.495019912719727,1.4497921498725366,50,Other location,"Type: Geographical feature

This question is asking for a specific geographical feature, which is a peninsula. The answer would be a specific name of a peninsula, such as the Iberian Peninsula, where Spain is located."
sampled,56,full,,full,50,28.931339263916016,8.054769792256636,3243.9658203125,12.059999465942383,0.18960247468177563,4,6504,,,0,Other location,Type: Other location
sampled,56,compressed,0.25,compressed@0.25,50,35.27649688720703,9.621221863996796,4628.3955078125,19.520000457763672,0.2857454538934282,4,4878,4.46616792678833,1.0667710928663166,50,Other location,Type: Other location
sampled,56,compressed,0.5,compressed@0.5,50,19.475244522094727,4.579334577837838,1048.5152587890625,13.460000038146973,0.3668093172610721,4,3252,8.249134063720703,1.4551876007474571,50,Other location,Type: Other location
sampled,56,compressed,0.75,compressed@0.75,50,32.09410095214844,6.72155501039845,2258.965087890625,18.0,0.29057739627578866,5,1626,9.32956600189209,1.577961006330638,50,Other location,Type: Definition of something
sampled,56,compressed,0.95,compressed@0.95,50,52.17650604248047,4.930541477141482,1215.511962890625,35.07999801635742,0.3566651771570969,45,325,15.62248420715332,1.9639071916767175,50,Other location,"Type: Geographical feature

This question is asking for a specific geographical feature, which is a peninsula. The answer would be a specific name of a peninsula, such as the Iberian Peninsula, where Spain is located."
sampled,57,full,,full,50,21.291593551635742,7.278202822683976,2648.61181640625,11.15999984741211,0.2664895902862372,6,3747,,,0,"Distance, linear measure","Type: Distance, linear measure"
sampled,57,compressed,0.25,compressed@0.25,50,7.63764762878418,2.722127145503873,370.4988098144531,11.34000015258789,0.6269777308132638,6,2810,3.975637435913086,0.8998420152814717,50,"Distance, linear measure","Type: Distance, linear measure"
sampled,57,compressed,0.5,compressed@0.5,50,8.940529823303223,3.3817369826069044,571.8072509765625,10.960000038146973,0.568116310594493,6,1873,6.930031776428223,1.267546284750334,50,"Distance, linear measure","Type: Distance, linear measure"
sampled,57,compressed,0.75,compressed@0.75,50,13.059314727783203,3.3137363185190027,549.0424194335938,10.260000228881836,0.41384497127988007,5,936,8.28460693359375,1.307552174097952,50,"Distance, linear measure",Type: Description of something
sampled,57,compressed,0.95,compressed@0.95,50,40.909507751464844,5.7228882738799385,1637.572509765625,25.81999969482422,0.3334606352541428,5,187,24.5814208984375,2.390926757916007,50,"Distance, linear measure",Type: Description of something
sampled,57,full,,full,50,19.78228187561035,8.264407400866682,3415.021484375,10.84000015258789,0.2822540658754126,6,3747,,,0,"Distance, linear measure","Type: Distance, linear measure"
sampled,57,compressed,0.25,compressed@0.25,50,9.048162460327148,3.506263751922675,614.6942749023438,10.399999618530273,0.547140913267167,6,2810,5.042557716369629,1.3044491852893132,50,"Distance, linear measure","Type: Distance, linear measure"
sampled,57,compressed,0.5,compressed@0.5,50,7.133294582366943,3.1737572347852256,503.6367492675781,10.380000114440918,0.621051463673672,6,1873,7.871600151062012,1.6366188066144365,50,"Distance, linear measure","Type: Distance, linear measure"
sampled,57,compressed,0.75,compressed@0.75,50,34.285457611083984,5.858652455449973,1716.1904296875,21.85999870300293,0.3371796134788225,5,936,9.409571647644043,2.2763000127502693,50,"Distance, linear measure",Type: Description of something
sampled,57,compressed,0.95,compressed@0.95,50,32.064727783203125,4.7203003454825305,1114.061767578125,23.51999855041504,0.38869317014499005,5,187,25.322084426879883,2.9591419357803286,50,"Distance, linear measure",Type: Description of something
sampled,58,full,,full,50,29.377355575561523,9.473565710207799,4487.42236328125,13.25999927520752,0.215313849769884,4,1916,,,0,City,Type: Other location
sampled,58,compressed,0.25,compressed@0.25,50,30.685237884521484,8.3517576275147,3487.5927734375,16.68000030517578,0.2793910031741884,3,1437,8.970964431762695,1.0151924033624005,50,City,Type: County
sampled,58,compressed,0.5,compressed@0.5,50,44.715423583984375,6.988569070721845,2442.0048828125,25.579999923706055,0.29770143541061694,29,958,9.280455589294434,1.1508995187019748,50,City,"Type: State/County 

This question is asking for a specific administrative division within a state, which is a common type of question in geography."
sampled,58,compressed,0.75,compressed@0.75,50,48.53073501586914,6.629801105260436,2197.713134765625,27.599998474121094,0.29558396930269226,3,479,12.792277336120605,1.446179796788308,50,City,Type: Location
sampled,58,compressed,0.95,compressed@0.95,50,51.883182525634766,5.351011148605467,1431.666015625,32.70000076293945,0.3329455966690096,18,95,22.737030029296875,2.5609532298174638,50,City,"Type: Location

Specifically, it is a type of administrative division, a county."
sampled,58,full,,full,50,12.973041534423828,4.99778319998602,1248.891845703125,9.59999942779541,0.3919228037198458,4,1916,,,0,City,Type: Other location
sampled,58,compressed,0.25,compressed@0.25,50,35.357051849365234,7.516301619750401,2824.739501953125,17.520000457763672,0.24688369773108557,3,1437,8.661182403564453,0.8439056478977439,50,City,Type: County
sampled,58,compressed,0.5,compressed@0.5,50,34.67014694213867,6.506896131461221,2116.98486328125,17.479999542236328,0.2528900053296828,29,958,9.351357460021973,1.526057242703501,50,City,"Type: State/County 

This question is asking for a specific administrative division within a state, which is a common type of question in geography."
sampled,58,compressed,0.75,compressed@0.75,50,38.373779296875,4.738105481591509,1122.482177734375,24.69999885559082,0.34066027337287796,3,479,11.663475036621094,1.7403955715886743,50,City,Type: Location
sampled,58,compressed,0.95,compressed@0.95,50,38.443115234375,4.468000100978485,998.1512451171875,30.260000228881836,0.4145371193155186,18,95,17.70763397216797,2.485603076971462,50,City,"Type: Location

Specifically, it is a type of administrative division, a county."
sampled,59,full,,full,50,11.798588752746582,3.7935595092208585,719.5546875,9.5,0.4227988289053795,5,9910,,,0,Definition of something,Type: Description of something
sampled,59,compressed,0.25,compressed@0.25,50,12.68010425567627,3.917393636129847,767.2986450195312,11.179999351501465,0.4555945671464918,5,7432,6.900295257568359,2.328042941087401,50,Definition of something,Type: Definition of something
sampled,59,compressed,0.5,compressed@0.5,50,4.584921836853027,1.7247564613806259,148.73924255371094,7.699999809265137,0.6618405490536154,5,4955,10.21562671661377,3.0341872246547035,50,Definition of something,Type: Definition of something
sampled,59,compressed,0.75,compressed@0.75,50,14.616629600524902,3.928045755465592,771.4771728515625,14.4399995803833,0.4957786330706922,5,2477,12.485754013061523,3.1792762134188557,50,Definition of something,Type: Definition of something
sampled,59,compressed,0.95,compressed@0.95,50,34.00082778930664,4.285515951744463,918.2823486328125,32.380001068115234,0.4829492784444999,5,495,16.665321350097656,3.237939423303712,50,Definition of something,Type: Definition of something
sampled,59,full,,full,50,8.309123039245605,2.2288385433766633,248.3860626220703,8.179999351501465,0.49455905374009546,5,9910,,,0,Definition of something,Type: Description of something
sampled,59,compressed,0.25,compressed@0.25,50,12.821642875671387,5.249704232740164,1377.9697265625,11.219999313354492,0.4528957817988914,5,7432,4.283021450042725,0.6649273722289942,50,Definition of something,Type: Definition of something
sampled,59,compressed,0.5,compressed@0.5,50,15.6889009475708,4.654188144580776,1083.0733642578125,14.899999618530273,0.4819828097697709,5,4955,6.567675590515137,0.874213033730753,50,Definition of something,Type: Definition of something
sampled,59,compressed,0.75,compressed@0.75,50,10.720446586608887,4.336604678399767,940.3070068359375,12.380000114440918,0.5486854293584024,5,2477,8.512104034423828,1.1064422612766842,50,Definition of something,Type: Definition of something
sampled,59,compressed,0.95,compressed@0.95,50,36.05672836303711,5.437257986711915,1478.188720703125,28.479999542236328,0.4158004329971937,5,495,12.092333793640137,1.4181904634687923,50,Definition of something,Type: Definition of something
sampled,60,full,,full,50,15.014239311218262,2.693549355382747,362.7604064941406,12.359999656677246,0.4308494305144983,5,2882,,,0,Other entity,Type: Device or instrument
sampled,60,compressed,0.25,compressed@0.25,50,29.698078155517578,5.685353733085788,1616.162353515625,22.600000381469727,0.4021834899664963,4,2161,4.472222328186035,0.4305538806404159,50,Other entity,Type: Other entity
sampled,60,compressed,0.5,compressed@0.5,50,43.70134735107422,6.586190497809603,2168.895263671875,27.939998626708984,0.33818529630322575,4,1441,5.912057876586914,0.7041859942009007,50,Other entity,Type: Expression abbreviated
sampled,60,compressed,0.75,compressed@0.75,50,29.809608459472656,5.348103352839794,1430.1104736328125,24.119998931884766,0.4245811893624936,5,720,8.638673782348633,0.9415669841387373,50,Other entity,Type: Definition of something
sampled,60,compressed,0.95,compressed@0.95,50,56.13689422607422,4.825689363399933,1164.3638916015625,41.68000030517578,0.39314830462243217,19,144,25.06416893005371,1.4490675986708068,50,Other entity,"Type: Measurement/Instrument 

A barometer is a scientific instrument used to measure atmospheric pressure."
sampled,60,full,,full,50,9.418049812316895,1.2703364633925176,80.68773651123047,9.639999389648438,0.5080434574481547,5,2882,,,0,Other entity,Type: Device or instrument
sampled,60,compressed,0.25,compressed@0.25,50,24.362699508666992,4.7356781931650245,1121.3323974609375,18.84000015258789,0.40806279666783307,4,2161,4.416660785675049,0.38272175861720087,50,Other entity,Type: Other entity
sampled,60,compressed,0.5,compressed@0.5,50,36.40024185180664,5.613751556933095,1575.7103271484375,20.619998931884766,0.2941679025712522,4,1441,5.732534885406494,0.6600438490664311,50,Other entity,Type: Expression abbreviated
sampled,60,compressed,0.75,compressed@0.75,50,29.691566467285156,5.215659404844583,1360.1551513671875,20.5,0.366435428249095,5,720,8.084904670715332,0.9954873690452888,50,Other entity,Type: Definition of something
sampled,60,compressed,0.95,compressed@0.95,50,57.03895568847656,10.388146790934368,5395.6796875,32.5,0.29626399368671114,19,144,24.217573165893555,1.4901407858882254,50,Other entity,"Type: Measurement/Instrument 

A barometer is a scientific instrument used to measure atmospheric pressure."
sampled,61,full,,full,50,32.40219497680664,7.340799606799487,2694.366943359375,22.0,0.36027562478007197,5,2779,,,0,"Distance, linear measure",Type: Description of something
sampled,61,compressed,0.25,compressed@0.25,50,46.48174285888672,6.210926493700939,1928.7803955078125,27.65999984741211,0.31198142905634596,4,2084,10.716105461120605,1.3333917287118837,50,"Distance, linear measure",Type: Other entity
sampled,61,compressed,0.5,compressed@0.5,50,48.93132781982422,7.003884594570537,2452.719970703125,30.0,0.3228544315203841,4,1389,15.259723663330078,1.5634146736853058,50,"Distance, linear measure",Type: Other entity
sampled,61,compressed,0.75,compressed@0.75,50,57.276161193847656,7.243129152643559,2623.14599609375,36.47999954223633,0.33679199836588464,5,694,17.802656173706055,2.0159002355686217,50,"Distance, linear measure",Type: Number of something
sampled,61,compressed,0.95,compressed@0.95,50,73.3182373046875,5.762711619961887,1660.4422607421875,47.119998931884766,0.3400951186398501,54,138,35.4616584777832,2.2503161398995,50,"Distance, linear measure","Type: Definition of something

This question is asking for a specific piece of information about the Nile river, which is a geographical location. The answer would be a numerical value, such as ""approximately 1,700 meters"" or ""about 6,600 feet""."
sampled,61,full,,full,50,36.69155502319336,7.955767917936175,3164.712158203125,22.53999900817871,0.3235718676991385,5,2779,,,0,"Distance, linear measure",Type: Description of something
sampled,61,compressed,0.25,compressed@0.25,50,56.80154037475586,6.366254341128502,2026.459716796875,35.5,0.3298670553789292,4,2084,13.247519493103027,2.8018258817214847,50,"Distance, linear measure",Type: Other entity
sampled,61,compressed,0.5,compressed@0.5,50,71.31108093261719,7.321523212312961,2680.235107421875,42.13999938964844,0.3094456396474448,4,1389,19.070472717285156,3.4214261977372096,50,"Distance, linear measure",Type: Other location
sampled,61,compressed,0.75,compressed@0.75,50,61.17548370361328,6.899939495318963,2380.458251953125,37.81999969482422,0.32588995419058325,5,694,22.91914939880371,4.012052155692895,50,"Distance, linear measure",Type: Number of something
sampled,61,compressed,0.95,compressed@0.95,50,77.9116439819336,6.1346804480118395,1881.7152099609375,50.279998779296875,0.34161532195817046,54,138,39.95121383666992,4.360284263373419,50,"Distance, linear measure","Type: Definition of something

This question is asking for a specific piece of information about the Nile river, which is a geographical location. The answer would be a numerical value, such as ""approximately 1,700 meters"" or ""about 6,600 feet""."
sampled,62,full,,full,50,6.497674465179443,2.384893430492165,284.3858337402344,11.300000190734863,0.6712790712556302,9,11017,,,0,Lasting time of somethin,Type: Lasting time of somethin
sampled,62,compressed,0.25,compressed@0.25,50,9.929577827453613,2.7455827227211143,376.9112243652344,8.319999694824219,0.4372532702889208,9,8262,3.4062044620513916,0.6879849474834948,50,Lasting time of somethin,Type: Lasting time of somethin
sampled,62,compressed,0.5,compressed@0.5,50,12.4898681640625,4.748130285800665,1127.237060546875,10.319999694824219,0.432191144722395,5,5508,7.860557556152344,0.7401621213087796,50,Lasting time of somethin,Type: Definition of something
sampled,62,compressed,0.75,compressed@0.75,50,22.111291885375977,5.817651866705974,1692.253662109375,13.5,0.32132976334067015,3,2754,48.17591857910156,1.4230188350757937,50,Lasting time of somethin,Type: Animal
sampled,62,compressed,0.95,compressed@0.95,50,32.78489685058594,5.16881400164426,1335.8319091796875,20.559999465942383,0.3311148922046929,4,550,50.221736907958984,1.3914807650421985,50,Lasting time of somethin,Type: Animal Science
sampled,62,full,,full,50,3.69653058052063,1.3069323058222844,85.40360260009766,9.460000038146973,0.7627309985293038,9,11017,,,0,Lasting time of somethin,Type: Lasting time of somethin
sampled,62,compressed,0.25,compressed@0.25,50,9.626006126403809,3.1939799903429167,510.0754089355469,9.800000190734863,0.5061912566323534,9,8262,2.612445592880249,0.5242278460695564,50,Lasting time of somethin,Type: Lasting time of somethin
sampled,62,compressed,0.5,compressed@0.5,50,9.003744125366211,4.603942243304916,1059.814208984375,8.800000190734863,0.4920399214400152,5,5508,7.067088603973389,0.5905740382899916,50,Lasting time of somethin,Type: Definition of something
sampled,62,compressed,0.75,compressed@0.75,50,13.744609832763672,4.536980212996856,1029.20947265625,9.239999771118164,0.3566270580122599,3,2754,48.3669319152832,1.7466552159368416,50,Lasting time of somethin,Type: Animal
sampled,62,compressed,0.95,compressed@0.95,50,31.697284698486328,5.2543257848295815,1380.39697265625,22.34000015258789,0.37400828681604914,4,550,50.81666564941406,1.567651274224636,50,Lasting time of somethin,Type: Animal Science
sampled,63,full,,full,50,8.851984977722168,2.8547316507601135,407.4746398925781,8.899999618530273,0.5018732304475062,5,2705,,,0,Number of something,Type: Number of something
sampled,63,compressed,0.25,compressed@0.25,50,19.59085464477539,5.664548901528921,1604.355712890625,12.199999809265137,0.3285516773701922,5,2028,2.72499418258667,1.0916665773658618,50,Number of something,Type: Number of something
sampled,63,compressed,0.5,compressed@0.5,50,26.441497802734375,5.631193205179742,1585.516845703125,16.079999923706055,0.3198856619163245,5,1352,3.298466682434082,1.1513197250872582,50,Number of something,Type: Number of something
sampled,63,compressed,0.75,compressed@0.75,50,20.466638565063477,6.088086711331196,1853.239990234375,13.199999809265137,0.341391028667068,4,676,6.517261028289795,1.266031353554719,50,Number of something,Type: Other number
sampled,63,compressed,0.95,compressed@0.95,50,53.87888717651367,6.701915319169029,2245.783447265625,33.63999938964844,0.3295041091767407,18,135,30.01165008544922,2.875576114151954,50,Number of something,"Type: Conversion question

Answer: 1 ton is equal to 2000 pounds."
sampled,63,full,,full,50,7.553536891937256,3.248893103271386,527.7653198242188,7.579999923706055,0.5012114098481248,5,2705,,,0,Number of something,Type: Number of something
sampled,63,compressed,0.25,compressed@0.25,50,13.515681266784668,3.4838639970023766,606.8654174804688,11.019999504089355,0.42736231076237086,5,2028,1.8701272010803223,0.5746012756482207,50,Number of something,Type: Number of something
sampled,63,compressed,0.5,compressed@0.5,50,16.20096778869629,3.591388490411821,644.903564453125,12.199999809265137,0.39833434903805265,5,1352,2.627991199493408,0.718847118948057,50,Number of something,Type: Number of something
sampled,63,compressed,0.75,compressed@0.75,50,12.620397567749023,3.859915511239365,744.9473876953125,11.25999927520752,0.45983337582124045,4,676,5.9865570068359375,0.877736634954812,50,Number of something,Type: Other number
sampled,63,compressed,0.95,compressed@0.95,50,65.17821502685547,5.819828419466613,1693.5201416015625,37.71999740600586,0.30188091136386813,18,135,28.41069793701172,1.3032855257467928,50,Number of something,"Type: Conversion question

Answer: 1 ton is equal to 2000 pounds."
sampled,64,full,,full,50,30.191722869873047,6.8781683040436,2365.4599609375,16.940000534057617,0.2907247847685356,3,10950,,,0,Product,Type: Product
sampled,64,compressed,0.25,compressed@0.25,50,22.935766220092773,5.834679834363771,1702.1744384765625,16.8799991607666,0.3899189038959632,10,8212,7.59394645690918,0.9615213546404924,50,Product,"Type: Invention, book and other creative piece"
sampled,64,compressed,0.5,compressed@0.5,50,40.86459732055664,7.248950624486968,2627.3642578125,23.439998626708984,0.2986711307829494,3,5475,7.037500858306885,1.0989246660954197,50,Product,Type: Event
sampled,64,compressed,0.75,compressed@0.75,50,31.603151321411133,5.65516542605906,1599.0447998046875,20.959999084472656,0.3516509434142974,5,2737,14.419367790222168,1.446257767322622,50,Product,Type: Definition of something
sampled,64,compressed,0.95,compressed@0.95,50,51.73677444458008,4.204160101399936,883.7481079101562,42.05999755859375,0.42629652675886215,64,547,20.691024780273438,1.7976595603783079,50,Product,"Type: Historical Event

This question is about a specific event in history, and the answer is a piece of information that can be verified through historical records. The question is not asking for a subjective opinion or a personal experience, but rather a factual answer that can be confirmed through research. 

Therefore, the category for this"
sampled,64,full,,full,50,26.7664737701416,5.635165943860371,1587.7547607421875,14.059999465942383,0.26725109994341767,3,10950,,,0,Product,Type: Product
sampled,64,compressed,0.25,compressed@0.25,50,18.101871490478516,4.707283253108952,1107.92578125,14.59999942779541,0.42341542605940824,10,8212,6.350594520568848,0.8358983909513866,50,Product,"Type: Invention, book and other creative piece"
sampled,64,compressed,0.5,compressed@0.5,50,33.245994567871094,6.479101394700696,2098.937744140625,20.020000457763672,0.31629900971313657,3,5475,5.681586742401123,0.9101842890664926,50,Product,Type: Event
sampled,64,compressed,0.75,compressed@0.75,50,41.57368087768555,6.62602549551294,2195.210693359375,25.399999618530273,0.3215780590284849,5,2737,12.628602981567383,1.4560371734568733,50,Product,Type: Definition of something
sampled,64,compressed,0.95,compressed@0.95,50,46.65958786010742,5.355571491082324,1434.1072998046875,36.81999969482422,0.41545528577601903,64,547,21.567245483398438,1.8904120005274727,50,Product,"Type: Historical Event

This question is about a specific event in history, and the answer is a piece of information that can be verified through historical records. The question is not asking for a subjective opinion or a personal experience, but rather a factual answer that can be confirmed through research. 

Therefore, the category for this"
sampled,65,full,,full,50,43.84766387939453,6.3388576039106805,2009.0557861328125,21.779998779296875,0.24772170288571288,4,2050,,,0,Element and substance,Type: Other entity
sampled,65,compressed,0.25,compressed@0.25,50,52.63903045654297,6.870619698328711,2360.270751953125,33.07999801635742,0.33188040941551045,5,1537,20.88981819152832,2.530536888361712,50,Element and substance,Type: Definition of something
sampled,65,compressed,0.5,compressed@0.5,50,39.20035171508789,4.997267808200297,1248.63427734375,27.920000076293945,0.3778736805520511,5,1025,27.244972229003906,2.5585351853984486,50,Element and substance,Type: Definition of something
sampled,65,compressed,0.75,compressed@0.75,50,64.25181579589844,6.130078012987477,1878.892822265625,41.68000030517578,0.34351612421578376,41,512,35.40877151489258,2.8465667926263056,50,Element and substance,"Type: Equivalent term 

This question is asking for the metal with the highest melting point, which is a specific piece of information. The correct answer would be a specific metal, such as Tungsten."
sampled,65,compressed,0.95,compressed@0.95,50,63.12338638305664,5.017593315104488,1258.8121337890625,44.52000045776367,0.37426555652915916,38,102,46.77728271484375,2.8866619793132173,50,Element and substance,"Type: Scientific/Chemical Question

Answer: The metal with the highest melting point is Tungsten (W), with a melting point of 3422°C (6192°F)."
sampled,65,full,,full,50,53.63706970214844,8.891002298672518,3952.49609375,24.5,0.21926262853438488,4,2050,,,0,Element and substance,Type: Other entity
sampled,65,compressed,0.25,compressed@0.25,50,47.46963882446289,5.139453941461705,1320.6993408203125,32.15999984741211,0.3594726727190534,5,1537,25.07396697998047,3.4336798730666676,50,Element and substance,Type: Definition of something
sampled,65,compressed,0.5,compressed@0.5,50,57.74125671386719,6.779967836736948,2298.398193359375,33.70000076293945,0.3049426032513363,5,1025,32.02012634277344,3.5125005212966696,50,Element and substance,Type: Definition of something
sampled,65,compressed,0.75,compressed@0.75,50,60.29515075683594,7.3499358920460995,2701.077880859375,38.91999816894531,0.3416977267663771,41,512,39.7269287109375,3.643409275986401,50,Element and substance,"Type: Equivalent term 

This question is asking for the metal with the highest melting point, which is a specific piece of information. The correct answer would be a specific metal, such as Tungsten."
